,layer,neuron,class_selectivity_idx,population_code,class_id,class_freq,first_wordnet_level,last_common_level,deep_level,included_categories
10400,fc1,3446,0.465,0,,0.0,,,0,0
10401,fc1,3447,0.657,2,soap dispenser,0.2707,"artifact, artefact","instrumentality, instrumentation",2,2
10402,fc1,3447,0.657,2,lotion,0.11285,"artifact, artefact","instrumentality, instrumentation",2,2
10403,fc1,3448,0.687,1,"slide rule, slipstick",0.37235,"artifact, artefact","slide rule, slipstick",7,1
10404,fc1,3449,0.535,2,standard poodle,0.11674,"animal, animate being, beast, brute, creature, fauna",standard poodle,5,1
10405,fc1,3449,0.535,2,sewing machine,0.10199,"artifact, artefact",sewing machine,6,1
10406,fc1,3450,0.525,1,tripod,0.24321,"artifact, artefact",tripod,6,1
10407,fc1,3451,0.515,1,measuring cup,0.17711,"artifact, artefact",measuring cup,5,1
10408,fc1,3452,0.556,1,"French horn, horn",0.19375,"artifact, artefact","French horn, horn",7,1
10409,fc1,3453,0.687,2,bib,0.37273,"artifact, artefact","artifact, artefact",1,2
10410,fc1,3453,0.687,2,dome,0.13066,"artifact, artefact","artifact, artefact",1,2
10411,fc1,3454,0.505,0,,0.0,,,0,0
10412,fc1,3455,0.434,0,,0.0,,,0,0
10413,fc1,3456,0.687,2,"pug, pug-dog",0.1421,"animal, animate being, beast, brute, creature, fauna","dog, domestic dog, Canis familiaris",3,2
10414,fc1,3456,0.687,2,bull mastiff,0.13965,"animal, animate being, beast, brute, creature, fauna","dog, domestic dog, Canis familiaris",3,2
10415,fc1,3457,0.566,1,sock,0.1231,"artifact, artefact",sock,6,1
10416,fc1,3458,0.414,0,,0.0,,,0,0
10417,fc1,3459,0.646,2,table lamp,0.22815,"artifact, artefact","artifact, artefact",1,2
10418,fc1,3459,0.646,2,"lampshade, lamp shade",0.15583,"artifact, artefact","artifact, artefact",1,2
10419,fc1,3460,0.515,2,"file, file cabinet, filing cabinet",0.1498,"artifact, artefact","file, file cabinet, filing cabinet",6,1
10420,fc1,3460,0.515,2,pelican,0.12544,"animal, animate being, beast, brute, creature, fauna",pelican,8,1
10421,fc1,3461,0.525,2,llama,0.13371,"animal, animate being, beast, brute, creature, fauna",llama,8,1
10422,fc1,3461,0.525,2,suspension bridge,0.11064,"artifact, artefact",suspension bridge,4,1
10423,fc1,3462,0.697,1,jigsaw puzzle,0.51071,"artifact, artefact",jigsaw puzzle,7,1
10424,fc1,3463,0.556,2,"lens cap, lens cover",0.11453,"artifact, artefact",covering,2,2
10425,fc1,3463,0.556,2,bottlecap,0.10201,"artifact, artefact",covering,2,2
10426,fc1,3464,0.697,3,jigsaw puzzle,0.23472,"artifact, artefact",equipment,3,3
10427,fc1,3464,0.697,3,"crossword puzzle, crossword",0.10412,"artifact, artefact",equipment,3,3
10428,fc1,3464,0.697,3,"oscilloscope, scope, cathode-ray oscilloscope, CRO",0.18639,"artifact, artefact",equipment,3,3
10429,fc1,3465,0.798,1,"dial telephone, dial phone",0.48087,"artifact, artefact","dial telephone, dial phone",6,1
10430,fc1,3466,0.374,0,,0.0,,,0,0
10431,fc1,3467,0.667,3,parking meter,0.22822,"artifact, artefact","artifact, artefact",1,3
10432,fc1,3467,0.667,3,"feather boa, boa",0.15022,"artifact, artefact","artifact, artefact",1,3
10433,fc1,3467,0.667,3,ski mask,0.11836,"artifact, artefact","artifact, artefact",1,3
10434,fc1,3468,0.596,1,golf ball,0.23145,"artifact, artefact",golf ball,6,1
10435,fc1,3469,0.576,1,EntleBucher,0.13475,"animal, animate being, beast, brute, creature, fauna",EntleBucher,6,1
10436,fc1,3470,0.535,0,,0.0,,,0,0
10437,fc1,3471,0.687,2,"dishrag, dishcloth",0.25541,"artifact, artefact","piece of cloth, piece of material",3,2
10438,fc1,3471,0.687,2,bib,0.18697,"artifact, artefact","piece of cloth, piece of material",3,2
10439,fc1,3472,0.404,1,planetarium,0.12251,"artifact, artefact",planetarium,4,1
10440,fc1,3473,0.525,2,"stupa, tope",0.17019,"artifact, artefact","artifact, artefact",1,2
10441,fc1,3473,0.525,2,soap dispenser,0.1542,"artifact, artefact","artifact, artefact",1,2
10442,fc1,3474,0.646,2,"dishwasher, dish washer, dishwashing machine",0.29151,"artifact, artefact",white goods,7,2
10443,fc1,3474,0.646,2,"washer, automatic washer, washing machine",0.13545,"artifact, artefact",white goods,7,2
10444,fc1,3475,0.444,0,,0.0,,,0,0
10445,fc1,3476,0.404,0,,0.0,,,0,0
10446,fc1,3477,0.515,1,"oscilloscope, scope, cathode-ray oscilloscope, CRO",0.13287,"artifact, artefact","oscilloscope, scope, cathode-ray oscilloscope, CRO",5,1
10447,fc1,3478,0.808,2,"crossword puzzle, crossword",0.31727,"artifact, artefact","instrumentality, instrumentation",2,2
10448,fc1,3478,0.808,2,goblet,0.28567,"artifact, artefact","instrumentality, instrumentation",2,2
10449,fc1,3479,0.455,0,,0.0,,,0,0
10450,fc1,3480,0.576,1,screw,0.16081,"artifact, artefact",screw,6,1
10451,fc1,3481,0.646,2,"slide rule, slipstick",0.2304,"artifact, artefact","slide rule, slipstick",7,1
10452,fc1,3481,0.646,2,magpie,0.15492,"animal, animate being, beast, brute, creature, fauna",magpie,8,1
10453,fc1,3482,0.455,0,,0.0,,,0,0
10454,fc1,3483,0.727,3,jigsaw puzzle,0.15611,"artifact, artefact","instrumentality, instrumentation",2,3
10455,fc1,3483,0.727,3,water tower,0.15257,"artifact, artefact","instrumentality, instrumentation",2,3
10456,fc1,3483,0.727,3,hourglass,0.15207,"artifact, artefact","instrumentality, instrumentation",2,3
10457,fc1,3484,0.596,1,scoreboard,0.31378,"artifact, artefact",scoreboard,4,1
10458,fc1,3485,0.525,1,croquet ball,0.10519,"artifact, artefact",croquet ball,6,1
10459,fc1,3486,0.707,1,"coyote, prairie wolf, brush wolf, Canis latrans",0.11195,"animal, animate being, beast, brute, creature, fauna","coyote, prairie wolf, brush wolf, Canis latrans",9,1
10460,fc1,3487,0.485,0,,0.0,,,0,0
10461,fc1,3488,0.596,2,goblet,0.20519,"artifact, artefact",goblet,5,1
10462,fc1,3488,0.596,2,red wine,0.14079,Misc,red wine,6,1
10463,fc1,3489,0.606,1,chain,0.23201,"artifact, artefact",chain,6,1
10464,fc1,3490,0.515,1,Persian cat,0.19603,"animal, animate being, beast, brute, creature, fauna",Persian cat,4,1
10465,fc1,3491,0.596,1,brain coral,0.22159,"animal, animate being, beast, brute, creature, fauna",brain coral,7,1
10466,fc1,3492,0.525,1,"ostrich, Struthio camelus",0.16252,"animal, animate being, beast, brute, creature, fauna","ostrich, Struthio camelus",6,1
10467,fc1,3493,0.747,2,"crossword puzzle, crossword",0.34423,"artifact, artefact","instrumentality, instrumentation",2,2
10468,fc1,3493,0.747,2,"maze, labyrinth",0.13887,"artifact, artefact","instrumentality, instrumentation",2,2
10469,fc1,3494,0.414,0,,0.0,,,0,0
10470,fc1,3495,0.465,1,"common iguana, iguana, Iguana iguana",0.12459,"animal, animate being, beast, brute, creature, fauna","common iguana, iguana, Iguana iguana",9,1
10471,fc1,3496,0.646,4,"white wolf, Arctic wolf, Canis lupus tundrarum",0.15541,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,4
10472,fc1,3496,0.646,4,"kit fox, Vulpes macrotis",0.13514,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,4
10473,fc1,3496,0.646,4,"Samoyed, Samoyede",0.11459,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,4
10474,fc1,3496,0.646,4,keeshond,0.10422,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,4
10475,fc1,3497,0.576,0,,0.0,,,0,0
10476,fc1,3498,0.525,1,"carpenter's kit, tool kit",0.12345,"artifact, artefact","carpenter's kit, tool kit",6,1
10477,fc1,3499,0.566,1,golf ball,0.11586,"artifact, artefact",golf ball,6,1
10478,fc1,3500,0.505,1,oil filter,0.10096,"artifact, artefact",oil filter,5,1
10479,fc1,3501,0.535,1,keeshond,0.18374,"animal, animate being, beast, brute, creature, fauna",keeshond,5,1
10480,fc1,3502,0.485,1,cradle,0.10916,"artifact, artefact",cradle,6,1
10481,fc1,3503,0.545,0,,0.0,,,0,0
10482,fc1,3504,0.525,0,,0.0,,,0,0
10483,fc1,3505,0.556,1,"golfcart, golf cart",0.11502,"artifact, artefact","golfcart, golf cart",7,1
10484,fc1,3506,0.687,1,"carousel, carrousel, merry-go-round, roundabout, whirligig",0.51169,"artifact, artefact","carousel, carrousel, merry-go-round, roundabout, whirligig",7,1
10485,fc1,3507,0.465,0,,0.0,,,0,0
10486,fc1,3508,0.525,1,"liner, ocean liner",0.31089,"artifact, artefact","liner, ocean liner",9,1
10487,fc1,3509,0.616,2,Loafer,0.15493,"artifact, artefact","footwear, footgear",3,2
10488,fc1,3509,0.616,2,"clog, geta, patten, sabot",0.11058,"artifact, artefact","footwear, footgear",3,2
10489,fc1,3510,0.414,1,"candle, taper, wax light",0.10488,"artifact, artefact","candle, taper, wax light",6,1
10490,fc1,3511,0.636,1,shower cap,0.3418,"artifact, artefact",shower cap,6,1
10491,fc1,3512,0.384,0,,0.0,,,0,0
10492,fc1,3513,0.576,1,"spotted salamander, Ambystoma maculatum",0.13977,"animal, animate being, beast, brute, creature, fauna","spotted salamander, Ambystoma maculatum",7,1
10493,fc1,3514,0.414,1,"feather boa, boa",0.10611,"artifact, artefact","feather boa, boa",6,1
10494,fc1,3515,0.525,1,sewing machine,0.28848,"artifact, artefact",sewing machine,6,1
10495,fc1,3516,0.485,1,pretzel,0.15308,Misc,pretzel,7,1
10496,fc1,3517,0.424,1,abacus,0.1554,"artifact, artefact",abacus,6,1
10497,fc1,3518,0.505,1,"borzoi, Russian wolfhound",0.10825,"animal, animate being, beast, brute, creature, fauna","borzoi, Russian wolfhound",7,1
10498,fc1,3519,0.596,2,screw,0.26783,"artifact, artefact",device,3,2
10499,fc1,3519,0.596,2,abacus,0.10019,"artifact, artefact",device,3,2
10500,fc1,3520,0.535,3,shopping basket,0.1198,"artifact, artefact","artifact, artefact",1,3
10501,fc1,3520,0.535,3,maypole,0.11399,"artifact, artefact","artifact, artefact",1,3
10502,fc1,3520,0.535,3,suspension bridge,0.1122,"artifact, artefact","artifact, artefact",1,3
10503,fc1,3521,0.515,1,"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.2602,"artifact, artefact","hand blower, blow dryer, blow drier, hair dryer, hair drier",5,1
10504,fc1,3522,0.798,1,hourglass,0.71849,"artifact, artefact",hourglass,8,1
10505,fc1,3523,0.707,3,jigsaw puzzle,0.18809,"artifact, artefact","artifact, artefact",1,3
10506,fc1,3523,0.707,3,"breastplate, aegis, egis",0.12249,"artifact, artefact","artifact, artefact",1,3
10507,fc1,3523,0.707,3,honeycomb,0.10177,"artifact, artefact","artifact, artefact",1,3
10508,fc1,3524,0.636,2,jigsaw puzzle,0.26567,"artifact, artefact",game equipment,4,2
10509,fc1,3524,0.636,2,soccer ball,0.25503,"artifact, artefact",game equipment,4,2
10510,fc1,3525,0.505,0,,0.0,,,0,0
10511,fc1,3526,0.707,2,daisy,0.43869,"plant, flora, plant life",daisy,6,1
10512,fc1,3526,0.707,2,dumbbell,0.12317,"artifact, artefact",dumbbell,6,1
10513,fc1,3527,0.576,1,"king snake, kingsnake",0.4421,"animal, animate being, beast, brute, creature, fauna","king snake, kingsnake",8,1
10514,fc1,3528,0.697,1,jigsaw puzzle,0.49334,"artifact, artefact",jigsaw puzzle,7,1
10515,fc1,3529,0.404,0,,0.0,,,0,0
10516,fc1,3530,0.455,0,,0.0,,,0,0
10517,fc1,3531,0.525,0,,0.0,,,0,0
10518,fc1,3532,0.646,2,table lamp,0.18427,"artifact, artefact",table lamp,6,1
10519,fc1,3532,0.646,2,"African grey, African gray, Psittacus erithacus",0.13514,"animal, animate being, beast, brute, creature, fauna","African grey, African gray, Psittacus erithacus",6,1
10520,fc1,3533,0.697,3,pickelhaube,0.33389,"artifact, artefact","artifact, artefact",1,3
10521,fc1,3533,0.697,3,tile roof,0.1705,"artifact, artefact","artifact, artefact",1,3
10522,fc1,3533,0.697,3,jigsaw puzzle,0.12317,"artifact, artefact","artifact, artefact",1,3
10523,fc1,3534,0.657,2,"crossword puzzle, crossword",0.43369,"artifact, artefact","instrumentality, instrumentation",2,2
10524,fc1,3534,0.657,2,water tower,0.19467,"artifact, artefact","instrumentality, instrumentation",2,2
10525,fc1,3535,0.717,3,soccer ball,0.13698,"artifact, artefact","artifact, artefact",1,3
10526,fc1,3535,0.717,3,"theater curtain, theatre curtain",0.10367,"artifact, artefact","artifact, artefact",1,3
10527,fc1,3535,0.717,3,"breastplate, aegis, egis",0.13041,"artifact, artefact","artifact, artefact",1,3
10528,fc1,3536,0.758,2,teapot,0.42427,"artifact, artefact",pot,7,2
10529,fc1,3536,0.758,2,coffeepot,0.15949,"artifact, artefact",pot,7,2
10530,fc1,3537,0.626,2,jigsaw puzzle,0.24466,"artifact, artefact","instrumentality, instrumentation",2,2
10531,fc1,3537,0.626,2,screw,0.1083,"artifact, artefact","instrumentality, instrumentation",2,2
10532,fc1,3538,0.667,3,car wheel,0.23376,"artifact, artefact",device,3,3
10533,fc1,3538,0.667,3,"disk brake, disc brake",0.10787,"artifact, artefact",device,3,3
10534,fc1,3538,0.667,3,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker ",0.1008,"artifact, artefact",device,3,3
10535,fc1,3539,0.768,1,zebra,0.60194,"animal, animate being, beast, brute, creature, fauna",zebra,9,1
10536,fc1,3540,0.646,1,"file, file cabinet, filing cabinet",0.1081,"artifact, artefact","file, file cabinet, filing cabinet",6,1
10537,fc1,3541,0.525,2,beer bottle,0.16864,"artifact, artefact",beer bottle,6,1
10538,fc1,3541,0.525,2,"indigo bunting, indigo finch, indigo bird, Passerina cyanea",0.101,"animal, animate being, beast, brute, creature, fauna","indigo bunting, indigo finch, indigo bird, Passerina cyanea",9,1
10539,fc1,3542,0.465,0,,0.0,,,0,0
10540,fc1,3543,0.717,1,pickelhaube,0.38768,"artifact, artefact",pickelhaube,8,1
10541,fc1,3544,0.626,2,"odometer, hodometer, mileometer, milometer",0.35332,"artifact, artefact","instrumentality, instrumentation",2,2
10542,fc1,3544,0.626,2,shopping basket,0.14734,"artifact, artefact","instrumentality, instrumentation",2,2
10543,fc1,3545,0.384,0,,0.0,,,0,0
10544,fc1,3546,0.869,2,screw,0.62873,"artifact, artefact",screw,6,1
10545,fc1,3546,0.869,2,"starfish, sea star",0.14988,"animal, animate being, beast, brute, creature, fauna","starfish, sea star",4,1
10546,fc1,3547,0.687,2,keeshond,0.20149,"animal, animate being, beast, brute, creature, fauna","dog, domestic dog, Canis familiaris",3,2
10547,fc1,3547,0.687,2,groenendael,0.11395,"animal, animate being, beast, brute, creature, fauna","dog, domestic dog, Canis familiaris",3,2
10548,fc1,3548,0.465,0,,0.0,,,0,0
10549,fc1,3549,0.465,0,,0.0,,,0,0
10550,fc1,3550,0.485,2,abacus,0.20032,"artifact, artefact","instrumentality, instrumentation",2,2
10551,fc1,3550,0.485,2,"jeep, landrover",0.10531,"artifact, artefact","instrumentality, instrumentation",2,2
10552,fc1,3551,0.364,0,,0.0,,,0,0
10553,fc1,3552,0.465,0,,0.0,,,0,0
10554,fc1,3553,0.586,1,"stupa, tope",0.11757,"artifact, artefact","stupa, tope",6,1
10555,fc1,3554,0.505,0,,0.0,,,0,0
10556,fc1,3555,0.485,2,"bicycle-built-for-two, tandem bicycle, tandem",0.16116,"artifact, artefact","bicycle, bike, wheel, cycle",5,2
10557,fc1,3555,0.485,2,"mountain bike, all-terrain bike, off-roader",0.12498,"artifact, artefact","bicycle, bike, wheel, cycle",5,2
10558,fc1,3556,0.636,1,golf ball,0.28043,"artifact, artefact",golf ball,6,1
10559,fc1,3557,0.485,0,,0.0,,,0,0
10560,fc1,3558,0.394,1,bottlecap,0.14235,"artifact, artefact",bottlecap,5,1
10561,fc1,3559,0.717,1,"crossword puzzle, crossword",0.58151,"artifact, artefact","crossword puzzle, crossword",7,1
10562,fc1,3560,0.515,2,soccer ball,0.11641,"artifact, artefact","instrumentality, instrumentation",2,2
10563,fc1,3560,0.515,2,"French horn, horn",0.10701,"artifact, artefact","instrumentality, instrumentation",2,2
10564,fc1,3561,0.697,1,pickelhaube,0.42601,"artifact, artefact",pickelhaube,8,1
10565,fc1,3562,0.646,2,dowitcher,0.27376,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,2
10566,fc1,3562,0.646,2,kuvasz,0.18823,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,2
10567,fc1,3563,0.465,1,sundial,0.14358,"artifact, artefact",sundial,7,1
10568,fc1,3564,0.586,2,four-poster,0.22291,"artifact, artefact","artifact, artefact",1,2
10569,fc1,3564,0.586,2,tile roof,0.10884,"artifact, artefact","artifact, artefact",1,2
10570,fc1,3565,0.626,1,"clumber, clumber spaniel",0.13607,"animal, animate being, beast, brute, creature, fauna","clumber, clumber spaniel",7,1
10571,fc1,3566,0.293,0,,0.0,,,0,0
10572,fc1,3567,0.414,0,,0.0,,,0,0
10573,fc1,3568,0.596,1,pickelhaube,0.27383,"artifact, artefact",pickelhaube,8,1
10574,fc1,3569,0.455,1,"trolleybus, trolley coach, trackless trolley",0.14568,"artifact, artefact","trolleybus, trolley coach, trackless trolley",6,1
10575,fc1,3570,0.636,2,thimble,0.1778,"artifact, artefact","artifact, artefact",1,2
10576,fc1,3570,0.636,2,sock,0.17547,"artifact, artefact","artifact, artefact",1,2
10577,fc1,3571,0.606,2,"starfish, sea star",0.22111,"animal, animate being, beast, brute, creature, fauna","starfish, sea star",4,1
10578,fc1,3571,0.606,2,sombrero,0.10221,"artifact, artefact",sombrero,6,1
10579,fc1,3572,0.596,2,"carousel, carrousel, merry-go-round, roundabout, whirligig",0.1889,"artifact, artefact",device,3,2
10580,fc1,3572,0.596,2,abacus,0.10856,"artifact, artefact",device,3,2
10581,fc1,3573,0.606,2,analog clock,0.14909,"artifact, artefact",clock,7,2
10582,fc1,3573,0.606,2,wall clock,0.10253,"artifact, artefact",clock,7,2
10583,fc1,3574,0.616,0,,0.0,,,0,0
10584,fc1,3575,0.707,2,"Pekinese, Pekingese, Peke",0.30244,"animal, animate being, beast, brute, creature, fauna","toy dog, toy",4,2
10585,fc1,3575,0.707,2,Japanese spaniel,0.24686,"animal, animate being, beast, brute, creature, fauna","toy dog, toy",4,2
10586,fc1,3576,0.384,1,thimble,0.115,"artifact, artefact",thimble,4,1
10587,fc1,3577,0.626,2,golf ball,0.3646,"artifact, artefact","instrumentality, instrumentation",2,2
10588,fc1,3577,0.626,2,thimble,0.11224,"artifact, artefact","instrumentality, instrumentation",2,2
10589,fc1,3578,0.646,2,screw,0.29138,"artifact, artefact","instrumentality, instrumentation",2,2
10590,fc1,3578,0.646,2,dumbbell,0.22944,"artifact, artefact","instrumentality, instrumentation",2,2
10591,fc1,3579,0.515,2,"pedestal, plinth, footstall",0.13376,"artifact, artefact","artifact, artefact",1,2
10592,fc1,3579,0.515,2,jigsaw puzzle,0.13272,"artifact, artefact","artifact, artefact",1,2
10593,fc1,3580,0.525,1,jigsaw puzzle,0.1231,"artifact, artefact",jigsaw puzzle,7,1
10594,fc1,3581,0.404,0,,0.0,,,0,0
10595,fc1,3582,0.566,2,"bolo tie, bolo, bola tie, bola",0.15585,"artifact, artefact","artifact, artefact",1,2
10596,fc1,3582,0.566,2,dumbbell,0.10434,"artifact, artefact","artifact, artefact",1,2
10597,fc1,3583,0.646,3,"king snake, kingsnake",0.14788,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,2
10598,fc1,3583,0.646,3,partridge,0.10548,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,2
10599,fc1,3583,0.646,3,baseball,0.12275,"artifact, artefact",baseball,6,1
10600,fc1,3584,0.283,1,parking meter,0.12587,"artifact, artefact",parking meter,8,1
10601,fc1,3585,0.788,2,beaker,0.35192,"artifact, artefact",container,3,2
10602,fc1,3585,0.788,2,measuring cup,0.29833,"artifact, artefact",container,3,2
10603,fc1,3586,0.576,1,Crock Pot,0.24236,"artifact, artefact",Crock Pot,8,1
10604,fc1,3587,0.515,0,,0.0,,,0,0
10605,fc1,3588,0.434,0,,0.0,,,0,0
10606,fc1,3589,0.667,2,bottlecap,0.19964,"artifact, artefact","artifact, artefact",1,2
10607,fc1,3589,0.667,2,"container ship, containership, container vessel",0.16703,"artifact, artefact","artifact, artefact",1,2
10608,fc1,3590,0.485,1,screw,0.15607,"artifact, artefact",screw,6,1
10609,fc1,3591,0.525,2,dumbbell,0.27159,"artifact, artefact","weight, free weight, exercising weight",5,2
10610,fc1,3591,0.525,2,barbell,0.12151,"artifact, artefact","weight, free weight, exercising weight",5,2
10611,fc1,3592,0.495,2,lotion,0.1661,"artifact, artefact","instrumentality, instrumentation",2,2
10612,fc1,3592,0.495,2,soap dispenser,0.13256,"artifact, artefact","instrumentality, instrumentation",2,2
10613,fc1,3593,0.626,1,"ocarina, sweet potato",0.21989,"artifact, artefact","ocarina, sweet potato",6,1
10614,fc1,3594,0.828,3,"golfcart, golf cart",0.52874,"artifact, artefact","motor vehicle, automotive vehicle",6,2
10615,fc1,3594,0.828,3,go-kart,0.10461,"artifact, artefact","motor vehicle, automotive vehicle",6,2
10616,fc1,3594,0.828,3,brain coral,0.13202,"animal, animate being, beast, brute, creature, fauna",brain coral,7,1
10617,fc1,3595,0.768,3,"slide rule, slipstick",0.46341,"artifact, artefact","instrumentality, instrumentation",2,3
10618,fc1,3595,0.768,3,jigsaw puzzle,0.13515,"artifact, artefact","instrumentality, instrumentation",2,3
10619,fc1,3595,0.768,3,"oscilloscope, scope, cathode-ray oscilloscope, CRO",0.13299,"artifact, artefact","instrumentality, instrumentation",2,3
10620,fc1,3596,0.606,2,"slide rule, slipstick",0.18205,"artifact, artefact","slide rule, slipstick",7,1
10621,fc1,3596,0.606,2,"African chameleon, Chamaeleo chamaeleon",0.10223,"animal, animate being, beast, brute, creature, fauna","African chameleon, Chamaeleo chamaeleon",9,1
10622,fc1,3597,0.485,1,vending machine,0.1229,"artifact, artefact",vending machine,6,1
10623,fc1,3598,0.727,2,"quilt, comforter, comfort, puff",0.32895,"artifact, artefact","artifact, artefact",1,2
10624,fc1,3598,0.727,2,bookcase,0.11598,"artifact, artefact","artifact, artefact",1,2
10625,fc1,3599,0.97,2,"crossword puzzle, crossword",0.87018,"artifact, artefact",puzzle,6,2
10626,fc1,3599,0.97,2,jigsaw puzzle,0.10947,"artifact, artefact",puzzle,6,2
10627,fc1,3600,0.707,1,beer bottle,0.12068,"artifact, artefact",beer bottle,6,1
10628,fc1,3601,0.455,0,,0.0,,,0,0
10629,fc1,3602,0.475,2,brain coral,0.21345,"animal, animate being, beast, brute, creature, fauna",brain coral,7,1
10630,fc1,3602,0.475,2,"crossword puzzle, crossword",0.14573,"artifact, artefact","crossword puzzle, crossword",7,1
10631,fc1,3603,0.606,2,"slot, one-armed bandit",0.29712,"artifact, artefact",machine,4,2
10632,fc1,3603,0.606,2,abacus,0.14449,"artifact, artefact",machine,4,2
10633,fc1,3604,0.859,2,beer bottle,0.43116,"artifact, artefact",bottle,5,2
10634,fc1,3604,0.859,2,"pop bottle, soda bottle",0.346,"artifact, artefact",bottle,5,2
10635,fc1,3605,0.606,2,lotion,0.24377,"artifact, artefact","instrumentality, instrumentation",2,2
10636,fc1,3605,0.606,2,soap dispenser,0.12804,"artifact, artefact","instrumentality, instrumentation",2,2
10637,fc1,3606,0.626,2,typewriter keyboard,0.24161,"artifact, artefact",device,3,2
10638,fc1,3606,0.626,2,safety pin,0.11414,"artifact, artefact",device,3,2
10639,fc1,3607,0.646,1,"dial telephone, dial phone",0.21983,"artifact, artefact","dial telephone, dial phone",6,1
10640,fc1,3608,0.616,1,mixing bowl,0.11302,"artifact, artefact",mixing bowl,6,1
10641,fc1,3609,0.717,2,necklace,0.40353,"artifact, artefact","artifact, artefact",1,2
10642,fc1,3609,0.717,2,schooner,0.11231,"artifact, artefact","artifact, artefact",1,2
10643,fc1,3610,0.737,2,space bar,0.37953,"artifact, artefact","instrumentality, instrumentation",2,2
10644,fc1,3610,0.737,2,typewriter keyboard,0.33577,"artifact, artefact","instrumentality, instrumentation",2,2
10645,fc1,3611,0.788,1,golf ball,0.61914,"artifact, artefact",golf ball,6,1
10646,fc1,3612,0.758,1,komondor,0.56445,"animal, animate being, beast, brute, creature, fauna",komondor,6,1
10647,fc1,3613,0.798,2,"cornet, horn, trumpet, trump",0.60269,"artifact, artefact","brass, brass instrument",6,2
10648,fc1,3613,0.798,2,"French horn, horn",0.15886,"artifact, artefact","brass, brass instrument",6,2
10649,fc1,3614,0.525,2,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuc",0.167,"animal, animate being, beast, brute, creature, fauna","vertebrate, craniate",3,2
10650,fc1,3614,0.525,2,pelican,0.10321,"animal, animate being, beast, brute, creature, fauna","vertebrate, craniate",3,2
10651,fc1,3615,0.657,2,beer bottle,0.29135,"artifact, artefact","artifact, artefact",1,2
10652,fc1,3615,0.657,2,waffle iron,0.14302,"artifact, artefact","artifact, artefact",1,2
10653,fc1,3616,0.495,1,ski mask,0.27134,"artifact, artefact",ski mask,6,1
10654,fc1,3617,0.737,2,bottlecap,0.5303,"artifact, artefact",bottlecap,5,1
10655,fc1,3617,0.737,2,"buckeye, horse chestnut, conker",0.12167,natural object,"buckeye, horse chestnut, conker",7,1
10656,fc1,3618,0.667,3,"saltshaker, salt shaker",0.17652,"artifact, artefact","instrumentality, instrumentation",2,3
10657,fc1,3618,0.667,3,"hand-held computer, hand-held microcomputer",0.14593,"artifact, artefact","instrumentality, instrumentation",2,3
10658,fc1,3618,0.667,3,magnetic compass,0.14474,"artifact, artefact","instrumentality, instrumentation",2,3
10659,fc1,3619,0.535,0,,0.0,,,0,0
10660,fc1,3620,0.465,1,"squirrel monkey, Saimiri sciureus",0.10578,"animal, animate being, beast, brute, creature, fauna","squirrel monkey, Saimiri sciureus",9,1
10661,fc1,3621,0.646,2,water tower,0.17929,"artifact, artefact",water tower,7,1
10662,fc1,3621,0.646,2,bolete,0.1326,fungus,bolete,2,1
10663,fc1,3622,0.586,2,"crossword puzzle, crossword",0.25983,"artifact, artefact",game equipment,4,2
10664,fc1,3622,0.586,2,"pool table, billiard table, snooker table",0.10168,"artifact, artefact",game equipment,4,2
10665,fc1,3623,0.737,2,honeycomb,0.37295,"artifact, artefact",honeycomb,5,1
10666,fc1,3623,0.737,2,jacamar,0.13042,"animal, animate being, beast, brute, creature, fauna",jacamar,6,1
10667,fc1,3624,0.556,2,abacus,0.19528,"artifact, artefact",abacus,6,1
10668,fc1,3624,0.556,2,"common iguana, iguana, Iguana iguana",0.14602,"animal, animate being, beast, brute, creature, fauna","common iguana, iguana, Iguana iguana",9,1
10669,fc1,3625,0.596,1,electric locomotive,0.16409,"artifact, artefact",electric locomotive,7,1
10670,fc1,3626,0.586,1,electric guitar,0.1273,"artifact, artefact",electric guitar,7,1
10671,fc1,3627,0.495,1,"washer, automatic washer, washing machine",0.15132,"artifact, artefact","washer, automatic washer, washing machine",8,1
10672,fc1,3628,0.788,1,hourglass,0.49692,"artifact, artefact",hourglass,8,1
10673,fc1,3629,0.596,2,"buckeye, horse chestnut, conker",0.18505,natural object,"buckeye, horse chestnut, conker",7,1
10674,fc1,3629,0.596,2,bottlecap,0.18449,"artifact, artefact",bottlecap,5,1
10675,fc1,3630,0.636,2,golf ball,0.42808,"artifact, artefact",golf ball,6,1
